Genes,lb,mle,ub,ce,Z,cZ,p_value
ATP5PB,-0.212163531,0.121236304,0.424327063,0,0.624154431,0,0.266263085
ATP5F1A,-0.242472607,0.121236304,0.424327063,0,0.617768707,0,0.268363907
NDUFV1,-0.272781683,0.121236304,0.51525429,0,0.569864157,0,0.284384919
HADHA,-0.242472607,0.121236304,0.424327063,0,0.550224889,0,0.291082567
PIGA,-0.272781683,0.121236304,0.484945214,0,0.530723451,0,0.297805217
SGPL1,-0.333399835,0.121236304,0.545563366,0,0.518999234,0,0.301880638
ACSBG1,-0.51525429,0.121236304,3.515852804,0,0.518171662,0,0.302169252
TST,-0.333399835,0.121236304,0.51525429,0,0.474428157,0,0.317597309
ITPA,-0.363708911,0.121236304,0.545563366,0,0.459431867,0,0.322962034
NDUFS1,-0.333399835,0.121236304,0.51525429,0,0.456130688,0,0.324148002
DPM2,-0.394017987,0.121236304,0.575872442,0,0.444942137,0,0.328180785
ACY3,-0.484945214,0.121236304,0.697108746,0,0.426149569,0,0.334999431
NSDHL,-0.424327063,0.121236304,0.575872442,0,0.397551999,0,0.345480225
PIK3CB,-0.484945214,0.121236304,0.697108746,0,0.363443954,0,0.358136636
GLUD1,-0.424327063,0.121236304,0.545563366,0,0.359334603,0,0.359672395
GPAM,-0.545563366,0.121236304,0.788035973,0,0.353812282,0,0.361739784
HSD17B7,-0.545563366,0.121236304,0.757726897,0,0.34131626,0,0.366432754
AMPD2,-0.545563366,0.121236304,0.788035973,0,0.340570241,0,0.366713568
FPGT,-0.575872442,0.121236304,0.848654125,0,0.338526908,0,0.367483077
SLC13A3,-0.575872442,0.121236304,0.909272277,0,0.337296157,0,0.367946828
GLS,-0.545563366,0.121236304,0.727417821,0,0.332225068,0,0.369859658
ATP6V1E2,-0.606181518,0.121236304,0.878963201,0,0.331442449,0,0.370155153
ETNK1,-0.51525429,0.121236304,0.697108746,0,0.329451752,0,0.370907128
PLCG1,-0.51525429,0.121236304,0.66679967,0,0.32279723,0,0.373424405
PRODH,-0.51525429,0.121236304,0.697108746,0,0.312068636,0,0.377494181
ACAD8,-0.636490594,0.121236304,0.848654125,0,0.294474072,0,0.384197837
AK1,-0.575872442,0.121236304,0.788035973,0,0.291827981,0,0.385209075
SLC16A3,-0.606181518,0.121236304,0.788035973,0,0.282933793,0,0.388613795
NME6,-0.606181518,0.121236304,0.788035973,0,0.263742103,0,0.395989325
ABCD3,-0.606181518,0.121236304,0.757726897,0,0.260695494,0,0.39716367
ACAD10,-0.636490594,0.121236304,0.757726897,0,0.229753137,0,0.409141801
SLC16A10,-0.636490594,0.121236304,0.788035973,0,0.188094091,0,0.425401447
SLC15A2,-3.424925576,0.121236304,0.818345049,0,0.151784711,0,0.439678371
GNE,-3.485543728,0.121236304,1.03050858,0,-0.051399495,0,0.520496407
GAD1,-3.273380197,0.121236304,1.060817656,0,-0.15848074,0,0.562961002
ETNPPL,-0.272781683,0.090927228,0.757726897,0,0.810287056,0,0.208887607
PLCG2,-0.51525429,0.090927228,3.818943563,0,0.702846084,0,0.241075837
SOD1,-0.212163531,0.090927228,0.363708911,0,0.550804788,0,0.290883751
TALDO1,-0.242472607,0.090927228,0.424327063,0,0.525323459,0,0.299679176
ATP1A1,-0.272781683,0.090927228,0.424327063,0,0.510476895,0,0.304858699
CYP4F12,-0.394017987,0.090927228,0.727417821,0,0.477269513,0,0.316585109
AK7,-0.424327063,0.090927228,0.66679967,0,0.470940156,0,0.318841735
OAT,-0.272781683,0.090927228,0.454636138,0,0.465178974,0,0.320901647
ATP5PO,-0.272781683,0.090927228,0.424327063,0,0.428531078,0,0.334132256
TH,-0.51525429,0.090927228,0.788035973,0,0.369396006,0,0.355916287
ABCA4,-0.484945214,0.090927228,0.727417821,0,0.356238057,0,0.360831147
NDUFB11,-0.333399835,0.090927228,0.454636138,0,0.352274491,0,0.362316208
NDUFA6,-0.363708911,0.090927228,0.51525429,0,0.352119647,0,0.362374267
ACO2,-0.333399835,0.090927228,0.454636138,0,0.335748064,0,0.368530429
GSS,-0.424327063,0.090927228,0.575872442,0,0.319196488,0,0.37478876
PLOD3,-0.454636138,0.090927228,0.606181518,0,0.313095068,0,0.377104218
XYLB,-0.848654125,0.090927228,2.788434982,0,0.290625377,0,0.385668925
ALG8,-0.484945214,0.090927228,0.636490594,0,0.28762722,0,0.386816053
NDUFS7,-0.454636138,0.090927228,0.606181518,0,0.281775354,0,0.389057885
GNPDA1,-0.454636138,0.090927228,0.545563366,0,0.27906113,0,0.390098956
MANBA,-0.454636138,0.090927228,0.545563366,0,0.253538406,0,0.399926094
ENTPD5,-0.606181518,0.090927228,0.727417821,0,0.231094592,0,0.408620658
AOC2,-0.66679967,0.090927228,0.727417821,0,0.213464094,0,0.415482496
SLC26A2,-0.606181518,0.090927228,0.788035973,0,0.209060136,0,0.417200647
SLC15A4,-0.545563366,0.090927228,0.636490594,0,0.208925759,0,0.417253098
ADCY9,-0.66679967,0.090927228,0.818345049,0,0.205050801,0,0.418766217
SLC9A2,-0.606181518,0.090927228,0.727417821,0,0.204895212,0,0.418826998
CHST14,-0.757726897,0.090927228,0.848654125,0,0.199833612,0,0.420805356
PIGH,-0.697108746,0.090927228,0.788035973,0,0.193681076,0,0.423212805
SORD,-0.636490594,0.090927228,0.788035973,0,0.193666408,0,0.423218548
ELOVL6,-0.697108746,0.090927228,0.818345049,0,0.191797107,0,0.423950569
PIK3C3,-0.606181518,0.090927228,0.727417821,0,0.186180536,0,0.426151594
GMPR,-0.606181518,0.090927228,0.727417821,0,0.185781576,0,0.426308027
ACSL1,-0.636490594,0.090927228,0.757726897,0,0.184772293,0,0.42670382
PIGF,-0.636490594,0.090927228,0.727417821,0,0.183441642,0,0.427225752
B4GALT5,-0.606181518,0.090927228,0.697108746,0,0.179559749,0,0.428749103
MGST3,-0.606181518,0.090927228,0.66679967,0,0.178994978,0,0.428970822
H6PD,-0.697108746,0.090927228,0.788035973,0,0.177700754,0,0.429478996
ACACA,-0.606181518,0.090927228,0.66679967,0,0.16980859,0,0.432580336
SLC35D1,-0.66679967,0.090927228,0.757726897,0,0.165745879,0,0.434178469
DEGS1,-0.606181518,0.090927228,0.636490594,0,0.157343241,0,0.437487172
SCD5,-3.54616188,0.090927228,0.788035973,0,-0.294883716,0,0.615958644
SLC15A3,-3.515852804,0.090927228,0.788035973,0,-0.369618766,0,0.644166717
NEU4,-0.51525429,0.060618152,3.728016335,0,0.612998982,0,0.269938507
NME1,-0.242472607,0.060618152,0.333399835,0,0.381341506,0,0.35147493
COX7A2L,-0.212163531,0.060618152,0.303090759,0,0.349612381,0,0.363314809
ABAT,-0.303090759,0.060618152,0.363708911,0,0.321113821,0,0.374062068
PYGB,-0.303090759,0.060618152,0.424327063,0,0.293074902,0,0.38473245
PAFAH1B2,-0.333399835,0.060618152,0.424327063,0,0.283507177,0,0.38839404
GALE,-0.394017987,0.060618152,0.545563366,0,0.269627799,0,0.393723306
ATIC,-0.333399835,0.060618152,0.394017987,0,0.262925302,0,0.396304077
SRM,-0.303090759,0.060618152,0.363708911,0,0.251663994,0,0.400650395
COX6A1,-0.303090759,0.060618152,0.394017987,0,0.244382296,0,0.403467376
DGUOK,-0.303090759,0.060618152,0.363708911,0,0.232606802,0,0.408033372
NDUFS8,-0.303090759,0.060618152,0.363708911,0,0.21710574,0,0.414062971
PAFAH2,-0.636490594,0.060618152,0.818345049,0,0.198837541,0,0.421194914
NDUFB5,-0.363708911,0.060618152,0.424327063,0,0.192695362,0,0.423598778
INPPL1,-0.454636138,0.060618152,0.51525429,0,0.191880595,0,0.423917869
CYB5D1,-0.636490594,0.060618152,0.848654125,0,0.191344194,0,0.424127969
ADK,-0.394017987,0.060618152,0.454636138,0,0.185677067,0,0.426349007
XYLT1,-0.575872442,0.060618152,0.788035973,0,0.175407735,0,0.430379632
SLC37A1,-0.333399835,0.060618152,0.394017987,0,0.167509494,0,0.433484589
BTD,-0.66679967,0.060618152,0.757726897,0,0.163067822,0,0.435232517
SYNJ2,-0.606181518,0.060618152,0.727417821,0,0.162513399,0,0.435450789
B4GALT3,-0.575872442,0.060618152,0.66679967,0,0.159624804,0,0.43658832
AGMAT,-0.66679967,0.060618152,0.757726897,0,0.154003289,0,0.438803571
HK1,-0.394017987,0.060618152,0.424327063,0,0.150387541,0,0.440229435
PIK3C2A,-0.394017987,0.060618152,0.454636138,0,0.147368241,0,0.441420686
GNPAT,-0.575872442,0.060618152,0.636490594,0,0.145265758,0,0.442250525
SLC22A4,-0.66679967,0.060618152,0.788035973,0,0.142653958,0,0.44328174
GRHPR,-0.454636138,0.060618152,0.484945214,0,0.120824161,0,0.451915156
DGAT2,-0.66679967,0.060618152,0.757726897,0,0.117541644,0,0.453215423
GALK2,-0.575872442,0.060618152,0.575872442,0,0.112451556,0,0.45523269
STARD3,-0.606181518,0.060618152,0.636490594,0,0.110868522,0,0.455860304
B3GNTL1,-0.66679967,0.060618152,0.757726897,0,0.105507581,0,0.457986527
CYP2J2,-0.697108746,0.060618152,0.818345049,0,0.104787288,0,0.458272299
MTMR1,-0.636490594,0.060618152,0.66679967,0,0.102075173,0,0.459348504
IPMK,-0.727417821,0.060618152,0.727417821,0,0.087674943,0,0.465067518
PLCB3,-0.697108746,0.060618152,0.727417821,0,0.077444888,0,0.469134816
PDE7A,-0.697108746,0.060618152,0.697108746,0,0.050444316,0,0.479884161
UGT2B10,-0.788035973,0.060618152,0.727417821,0,0.038969958,0,0.48445717
TPK1,-3.212762045,0.060618152,0.818345049,0,0.015732015,0,0.493724093
EXTL2,-3.667398183,0.060618152,0.848654125,0,-0.084055668,0,0.533493914
INPP1,-0.757726897,0.030309076,3.333998349,0,0.2796661,0,0.389866845
UQCRH,-0.242472607,0.030309076,0.272781683,0,0.191050174,0,0.424243142
PFKL,-0.303090759,0.030309076,0.363708911,0,0.185503525,0,0.426417058
ATP5F1B,-0.242472607,0.030309076,0.272781683,0,0.152488835,0,0.439400698
CYC1,-0.303090759,0.030309076,0.333399835,0,0.13765923,0,0.445254871
NDUFA4,-0.333399835,0.030309076,0.363708911,0,0.114955114,0,0.45424035
NDUFA8,-0.394017987,0.030309076,0.424327063,0,0.114176952,0,0.454548761
ETFDH,-0.757726897,0.030309076,0.818345049,0,0.088959226,0,0.464557157
EPHX1,-0.606181518,0.030309076,2.545962375,0,0.08448414,0,0.466335756
CYP4X1,-0.66679967,0.030309076,3.273380197,0,0.07529456,0,0.469990175
NDUFC2,-0.394017987,0.030309076,0.424327063,0,0.069561419,0,0.472271373
INPP5B,-0.697108746,0.030309076,0.757726897,0,0.050365224,0,0.479915674
SLC20A2,-0.757726897,0.030309076,0.727417821,0,0.041858205,0,0.483305867
IDS,-0.606181518,0.030309076,0.606181518,0,0.040490205,0,0.483851158
PCCB,-0.545563366,0.030309076,0.51525429,0,0.029197428,0,0.488353566
HSD17B4,-0.424327063,0.030309076,0.424327063,0,0.028981815,0,0.488439547
ADO,-0.697108746,0.030309076,0.66679967,0,0.026160112,0,0.489564815
CHST7,-0.66679967,0.030309076,0.727417821,0,0.023232545,0,0.490732389
PFKP,-0.636490594,0.030309076,0.575872442,0,0.022855402,0,0.490882808
HADHB,-0.363708911,0.030309076,0.363708911,0,0.019712638,0,0.492136304
DECR1,-0.545563366,0.030309076,0.51525429,0,0.017823154,0,0.492889967
CROT,-0.697108746,0.030309076,0.727417821,0,0.010839487,0,0.495675755
CA8,-0.788035973,0.030309076,0.757726897,0,0.009283202,0,0.496296592
PGM1,-0.484945214,0.030309076,0.484945214,0,0.005281021,0,0.497893187
ATP1B3,-0.394017987,0.030309076,0.394017987,0,0.003829634,0,0.498472201
NME4,-0.484945214,0.030309076,0.424327063,0,0.003339596,0,0.498667697
CA5B,-0.727417821,0.030309076,0.636490594,0,0,0,0.5
GALNT1,-0.484945214,0.030309076,0.454636138,0,0,0,0.5
KDSR,-0.788035973,0.030309076,0.606181518,0,0,0,0.5
PCYT1A,-0.363708911,0.030309076,0.333399835,0,0,0,0.5
B3GNT4,-0.818345049,0.030309076,0.606181518,0,-0.13967097,0,0.555540018
SLC24A3,-3.182452969,0.030309076,0.697108746,0,-0.221727905,0,0.587737147
ATP8A1,-0.484945214,0,0.757726897,0,0.431135273,0,0.333185007
HMGCS2,-0.545563366,0,0.66679967,0,0.413563298,0,0.339596978
PLCB2,-0.363708911,0,0.575872442,0,0.30615348,0,0.379743895
TPH1,-0.575872442,0,0.66679967,0,0.295687659,0,0.383734311
LRP2,-0.545563366,0,0.727417821,0,0.269867025,0,0.393631278
CYP4F2,-0.424327063,0,0.66679967,0,0.225265996,0,0.410886175
CYP21A2,-0.363708911,0,0.575872442,0,0.195517151,0,0.422494056
LIPF,-0.424327063,0,0.606181518,0,0.140573573,0,0.444103413
ACSM1,-0.606181518,0,0.51525429,0,0.125547553,0,0.450045041
CYP26A1,-0.424327063,0,0.545563366,0,0.117729354,0,0.453141054
ACSL4,-3.000598514,0,3.364307424,0,0.10097238,0,0.459786193
MAT1A,-0.606181518,0,0.727417821,0,0.09966055,0,0.460306911
KCNJ8,-0.454636138,0,0.66679967,0,0.082566429,0,0.467098148
PAOX,-0.545563366,0,0.636490594,0,0.072276388,0,0.471190978
SLC5A10,-0.51525429,0,0.575872442,0,0.069130472,0,0.472442883
ENPP3,-0.636490594,0,0.636490594,0,0.064568264,0,0.474258877
HPD,-0.51525429,0,0.636490594,0,0.061805737,0,0.475358767
SLC24A2,-0.66679967,0,0.697108746,0,0.03191761,0,0.487268878
FBP2,-0.575872442,0,0.636490594,0,0.023628883,0,0.490574317
SLC12A5,-0.66679967,0,0.66679967,0,0.018146679,0,0.49276092
ATP2B2,-0.697108746,0,0.575872442,0,0.018052089,0,0.49279865
ST3GAL3,-0.636490594,0,0.636490594,0,0.01240524,0,0.495051152
TPI1,-0.242472607,0,0.272781683,0,0.007466841,0,0.497021189
A4GALT,-0.727417821,0,0.727417821,0,0,0,0.5
AANAT,-0.575872442,0,0.51525429,0,0,0,0.5
ABCC8,-0.545563366,0,0.575872442,0,0,0,0.5
AGA,-0.545563366,0,0.454636138,0,0,0,0.5
AGPAT2,-0.66679967,0,0.66679967,0,0,0,0.5
ALDH9A1,-0.51525429,0,0.484945214,0,0,0,0.5
AMT,-0.697108746,0,0.757726897,0,0,0,0.5
ASS1,-0.363708911,0,0.303090759,0,0,0,0.5
ATP10A,-0.848654125,0,0.66679967,0,0,0,0.5
ATP1A3,-0.606181518,0,0.606181518,0,0,0,0.5
ATP6V1D,-0.454636138,0,0.394017987,0,0,0,0.5
CKMT1A,-0.66679967,0,0.606181518,0,0,0,0.5
CRAT,-0.697108746,0,0.636490594,0,0,0,0.5
CYP19A1,-0.727417821,0,0.697108746,0,0,0,0.5
FTH1,-0.030309076,0,0,0,0,0,0.5
FTL,-0.030309076,0,0,0,0,0,0.5
GAA,-0.394017987,0,0.363708911,0,0,0,0.5
HS3ST1,-0.606181518,0,0.575872442,0,0,0,0.5
HSD3B7,-0.757726897,0,0.697108746,0,0,0,0.5
MAN2A1,-0.66679967,0,0.606181518,0,0,0,0.5
MGAT4B,-0.454636138,0,0.394017987,0,0,0,0.5
NAA10,-0.333399835,0,0.333399835,0,0,0,0.5
NDST1,-0.697108746,0,0.727417821,0,0,0,0.5
NDUFA11,-0.454636138,0,0.394017987,0,0,0,0.5
NDUFAB1,-0.303090759,0,0.272781683,0,0,0,0.5
NDUFB10,-0.333399835,0,0.242472607,0,0,0,0.5
NDUFB7,-0.363708911,0,0.333399835,0,0,0,0.5
NDUFB9,-0.303090759,0,0.242472607,0,0,0,0.5
PIK3C2B,-0.545563366,0,0.484945214,0,0,0,0.5
PIK3CD,-0.636490594,0,0.606181518,0,0,0,0.5
PMM1,-0.66679967,0,0.636490594,0,0,0,0.5
POR,-0.545563366,0,0.484945214,0,0,0,0.5
PLPP3,-0.818345049,0,0.727417821,0,0,0,0.5
PTDSS1,-0.454636138,0,0.424327063,0,0,0,0.5
SDHB,-0.363708911,0,0.333399835,0,0,0,0.5
SLC12A1,-0.636490594,0,0.454636138,0,0,0,0.5
SLC14A1,-0.454636138,0,0.575872442,0,0,0,0.5
SLC24A1,-0.727417821,0,0.757726897,0,0,0,0.5
SLC27A3,-0.727417821,0,0.727417821,0,0,0,0.5
SLCO2A1,-0.697108746,0,0.606181518,0,0,0,0.5
GLDC,-0.454636138,0,0.575872442,0,0,0,0.5
SLC6A20,-0.606181518,0,0.575872442,0,0,0,0.5
SLC6A3,-0.727417821,0,0.484945214,0,0,0,0.5
SUCLG1,-0.484945214,0,0.424327063,0,-0.001282722,0,0.500511732
ALDH1A3,-0.66679967,0,0.636490594,0,-0.004736995,0,0.50188978
PIGG,-0.66679967,0,0.545563366,0,-0.007136678,0,0.502847098
MBOAT2,-0.788035973,0,0.66679967,0,-0.009405603,0,0.503752237
SLC35A1,-0.66679967,0,0.545563366,0,-0.017473135,0,0.506970418
NMNAT1,-0.788035973,0,0.66679967,0,-0.020283526,0,0.508091401
ADSL,-0.575872442,0,0.424327063,0,-0.025188742,0,0.510047792
ADCY4,-0.606181518,0,0.51525429,0,-0.027710759,0,0.511053579
RHBG,-0.575872442,0,0.454636138,0,-0.047156258,0,0.518805655
AGPAT4,-0.575872442,0,0.454636138,0,-0.048447772,0,0.519320306
SLC9A5,-0.788035973,0,0.66679967,0,-0.0583625,0,0.523270058
AKR1C4,-0.575872442,0,0.51525429,0,-0.078529818,0,0.531296694
CYP4Z1,-0.818345049,0,0.66679967,0,-0.084657873,0,0.533733306
GGT5,-0.788035973,0,0.454636138,0,-0.137630533,0,0.554733788
HMGCLL1,-0.788035973,0,0.51525429,0,-0.153683717,0,0.561070438
CYP2B6,-0.697108746,0,0.51525429,0,-0.212871507,0,0.584286406
MIOX,-0.66679967,0,0.424327063,0,-0.252114251,0,0.599523623
PLCL1,-0.909272277,0,0.394017987,0,-0.508267442,0,0.6943671
AMACR,-0.636490594,-0.030309076,3.303689273,0,0.138689713,0,0.444847674
SLC3A1,-0.454636138,-0.030309076,0.545563366,0,0.095445143,0,0.46198063
CARNS1,-0.606181518,-0.030309076,0.545563366,0,0.003366885,0,0.49865681
AKR1D1,-0.636490594,-0.030309076,0.636490594,0,0,0,0.5
AQP8,-0.66679967,-0.030309076,0.575872442,0,0,0,0.5
CFTR,-0.51525429,-0.030309076,0.575872442,0,0,0,0.5
FUT9,-0.636490594,-0.030309076,0.697108746,0,0,0,0.5
GAD2,-0.575872442,-0.030309076,0.606181518,0,0,0,0.5
PTGS2,-0.636490594,-0.030309076,0.606181518,0,0,0,0.5
PLA2G1B,-0.575872442,-0.030309076,0.545563366,0,0,0,0.5
PGK2,-0.51525429,-0.030309076,0.51525429,0,-0.001043799,0,0.500416415
SETDB2,-0.727417821,-0.030309076,0.697108746,0,-0.002842294,0,0.50113391
SLC25A19,-0.757726897,-0.030309076,0.697108746,0,-0.008917347,0,0.50355746
PTPMT1,-0.484945214,-0.030309076,0.424327063,0,-0.010182636,0,0.504062214
SLC25A14,-0.727417821,-0.030309076,0.697108746,0,-0.01216925,0,0.504854709
ACAD11,-0.727417821,-0.030309076,0.757726897,0,-0.017310978,0,0.506905736
FOLR2,-0.545563366,-0.030309076,0.545563366,0,-0.018219453,0,0.507268108
CKMT1B,-0.697108746,-0.030309076,0.606181518,0,-0.019684177,0,0.507852343
ATP5F1D,-0.484945214,-0.030309076,0.424327063,0,-0.020168603,0,0.508045563
NT5C2,-0.333399835,-0.030309076,0.272781683,0,-0.020323182,0,0.508107219
PIP4K2A,-0.757726897,-0.030309076,0.66679967,0,-0.021036825,0,0.50839186
GYG2,-0.727417821,-0.030309076,0.697108746,0,-0.025378573,0,0.510123499
AUH,-0.757726897,-0.030309076,0.636490594,0,-0.036546151,0,0.51457656
ACAD9,-0.575872442,-0.030309076,0.454636138,0,-0.040013338,0,0.515958754
AKR7A2,-0.454636138,-0.030309076,0.363708911,0,-0.047658312,0,0.519005721
CRLS1,-0.454636138,-0.030309076,0.394017987,0,-0.055305966,0,0.522052646
PIGL,-0.818345049,-0.030309076,0.66679967,0,-0.056341148,0,0.52246498
SLC35B4,-0.848654125,-0.030309076,0.66679967,0,-0.057632628,0,0.52297937
NMNAT3,-0.727417821,-0.030309076,0.636490594,0,-0.061287093,0,0.524434715
GSTZ1,-0.484945214,-0.030309076,0.394017987,0,-0.062198461,0,0.524797606
DHODH,-0.818345049,-0.030309076,0.697108746,0,-0.06328141,0,0.52522879
AADAC,-0.606181518,-0.030309076,0.545563366,0,-0.063542991,0,0.525332937
GALNT5,-0.636490594,-0.030309076,0.575872442,0,-0.064542025,0,0.525730677
UROD,-0.788035973,-0.030309076,0.636490594,0,-0.065530747,0,0.526124287
CYP26B1,-0.575872442,-0.030309076,0.545563366,0,-0.071463876,0,0.528485713
INPP5D,-0.575872442,-0.030309076,0.545563366,0,-0.07410385,0,0.529536124
ACO1,-0.818345049,-0.030309076,0.66679967,0,-0.074974283,0,0.529882413
AOC3,-0.636490594,-0.030309076,0.51525429,0,-0.077824378,0,0.531016123
HACL1,-0.818345049,-0.030309076,0.727417821,0,-0.078466813,0,0.531271636
ST3GAL4,-0.757726897,-0.030309076,0.636490594,0,-0.078573156,0,0.53131393
PAICS,-0.394017987,-0.030309076,0.303090759,0,-0.078919472,0,0.531451662
SLC12A2,-0.545563366,-0.030309076,0.454636138,0,-0.078970973,0,0.531472145
ACOT1,-0.545563366,-0.030309076,0.545563366,0,-0.080138802,0,0.531936569
TGDS,-0.636490594,-0.030309076,0.484945214,0,-0.083081052,0,0.533106454
NUDT9,-0.697108746,-0.030309076,0.575872442,0,-0.085526515,0,0.534078592
SLC6A12,-0.606181518,-0.030309076,0.545563366,0,-0.087271944,0,0.534772323
BAG5,-0.51525429,-0.030309076,0.394017987,0,-0.088128156,0,0.535112591
PDHA2,-0.484945214,-0.030309076,0.454636138,0,-0.089290319,0,0.535574406
RWDD2A,-0.757726897,-0.030309076,0.636490594,0,-0.090148162,0,0.535915262
SLC9A1,-0.51525429,-0.030309076,0.394017987,0,-0.092027599,0,0.536661944
VNN2,-0.575872442,-0.030309076,0.51525429,0,-0.095831923,0,0.538172969
GALNT15,-0.606181518,-0.030309076,0.484945214,0,-0.099411149,0,0.539594084
NADSYN1,-0.66679967,-0.030309076,0.454636138,0,-0.102836677,0,0.540953702
TAT,-0.66679967,-0.030309076,0.545563366,0,-0.103633859,0,0.541270042
GUCY1A2,-0.575872442,-0.030309076,0.484945214,0,-0.104429658,0,0.541585806
ACY1,-3.576470956,-0.030309076,0.727417821,0,-0.111767952,0,0.5444963
PIGO,-0.636490594,-0.030309076,0.484945214,0,-0.111809871,0,0.54451292
MAN1A2,-0.454636138,-0.030309076,0.333399835,0,-0.11208867,0,0.54462345
SOD3,-0.606181518,-0.030309076,0.484945214,0,-0.112515203,0,0.544792542
HMGCL,-0.788035973,-0.030309076,0.575872442,0,-0.120596016,0,0.547994488
MAT2B,-0.51525429,-0.030309076,0.363708911,0,-0.121169382,0,0.548221562
CYP1A1,-0.848654125,-0.030309076,0.575872442,0,-0.123889186,0,0.549298492
PIK3R2,-0.606181518,-0.030309076,0.454636138,0,-0.125188479,0,0.549812831
SLC7A7,-0.66679967,-0.030309076,0.545563366,0,-0.137019933,0,0.55449248
SLC9A7,-3.3946165,-0.030309076,0.939581353,0,-0.139800652,0,0.555591251
BLVRB,-0.363708911,-0.030309076,0.272781683,0,-0.140823954,0,0.55599549
MCCC2,-0.363708911,-0.030309076,0.242472607,0,-0.14479924,0,0.557565309
LPO,-0.697108746,-0.030309076,0.575872442,0,-0.14650278,0,0.558237752
OGA,-0.51525429,-0.030309076,0.363708911,0,-0.147380304,0,0.558584075
PI4KA,-0.636490594,-0.030309076,0.424327063,0,-0.151119872,0,0.560059422
HMGCR,-0.454636138,-0.030309076,0.303090759,0,-0.152296146,0,0.560523318
SLC7A2,-0.424327063,-0.030309076,0.272781683,0,-0.152575288,0,0.560633393
MDH1B,-0.727417821,-0.030309076,0.575872442,0,-0.158007573,0,0.562774584
IDO1,-0.66679967,-0.030309076,0.484945214,0,-0.158078819,0,0.562802654
DDO,-0.636490594,-0.030309076,0.424327063,0,-0.159068333,0,0.563192482
HAS3,-0.697108746,-0.030309076,0.545563366,0,-0.159255066,0,0.563266039
PDE6A,-0.697108746,-0.030309076,0.575872442,0,-0.160727097,0,0.563845827
PMVK,-0.636490594,-0.030309076,0.424327063,0,-0.163091727,0,0.564776893
ALDH1L1,-0.606181518,-0.030309076,0.51525429,0,-0.174162948,0,0.569131298
UQCR10,-0.394017987,-0.030309076,0.242472607,0,-0.18724325,0,0.574265042
PAPSS1,-0.484945214,-0.030309076,0.333399835,0,-0.188794377,0,0.574873011
ENGASE,-3.333998349,-0.030309076,0.878963201,0,-0.192212832,0,0.576212252
SLC25A3,-0.333399835,-0.030309076,0.212163531,0,-0.210985737,0,0.5835508
SLC29A2,-0.575872442,-0.030309076,0.333399835,0,-0.213075787,0,0.584366075
PIK3R5,-0.636490594,-0.030309076,0.424327063,0,-0.217720397,0,0.586176515
COX8C,-0.66679967,-0.030309076,0.51525429,0,-0.221559409,0,0.587671558
ATP6V1G2,-0.727417821,-0.030309076,0.51525429,0,-0.225424578,0,0.589175503
SLC12A6,-0.636490594,-0.030309076,0.424327063,0,-0.240462795,0,0.595014249
SLC34A3,-0.66679967,-0.030309076,0.424327063,0,-0.281100612,0,0.610683384
B3GAT2,-0.909272277,-0.030309076,0.424327063,0,-0.28755958,0,0.613158056
CEL,-0.697108746,-0.030309076,0.424327063,0,-0.314527912,0,0.62343994
CYP7A1,-0.697108746,-0.030309076,0.394017987,0,-0.35806059,0,0.639851014
UGT2B7,-0.818345049,-0.030309076,0.394017987,0,-0.370329155,0,0.644431373
PLCH2,-0.727417821,-0.030309076,0.394017987,0,-0.3968397,0,0.654257163
ACSL5,-0.757726897,-0.030309076,0.394017987,0,-0.412901518,0,0.660160616
ABCA1,-0.788035973,-0.030309076,0.394017987,0,-0.448312206,0,0.673036054
CYP4F22,-0.848654125,-0.030309076,0.454636138,0,-0.484289174,0,0.685909671
VNN1,-0.848654125,-0.030309076,0.454636138,0,-0.557785563,0,0.711504589
HKDC1,-0.606181518,-0.060618152,0.788035973,0,0.013392292,0,0.494657408
CYBRD1,-0.727417821,-0.060618152,2.818744058,0,-0.052582116,0,0.520967567
ADCY6,-3.000598514,-0.060618152,0.909272277,0,-0.05842188,0,0.523293707
GLYCTK,-0.636490594,-0.060618152,0.606181518,0,-0.063496935,0,0.5253146
TYRP1,-0.575872442,-0.060618152,0.545563366,0,-0.081641533,0,0.532534114
BCO1,-0.697108746,-0.060618152,3.061216665,0,-0.097861637,0,0.538978919
ADA,-0.636490594,-0.060618152,0.575872442,0,-0.097884337,0,0.538987931
DGKD,-0.788035973,-0.060618152,0.636490594,0,-0.100018867,0,0.539835327
ATP6V0A4,-1.151744884,-0.060618152,3.061216665,0,-0.10823528,0,0.54309547
GSTO1,-0.545563366,-0.060618152,0.454636138,0,-0.109677451,0,0.543667408
SLC27A4,-0.697108746,-0.060618152,0.606181518,0,-0.109869986,0,0.543743757
UCKL1,-0.66679967,-0.060618152,0.51525429,0,-0.119279185,0,0.547472913
ALDH1B1,-0.788035973,-0.060618152,0.636490594,0,-0.122609485,0,0.548791828
SMPD1,-0.788035973,-0.060618152,0.636490594,0,-0.126761286,0,0.550435331
PYCR3,-0.757726897,-0.060618152,0.636490594,0,-0.132927066,0,0.552874469
CNP,-0.727417821,-0.060618152,0.575872442,0,-0.140254007,0,0.555770349
ATP6V1B1,-0.818345049,-0.060618152,0.66679967,0,-0.140782134,0,0.555978971
SGPP2,-0.818345049,-0.060618152,0.66679967,0,-0.141658873,0,0.556325269
